"Российская Федерация, г, Москва ДТП - всего (01,09,2017-14,09,2017)";"";"";"";"";"";"";"";"";"";"";"";
"341,0";"03,09,2017";"Чертаново Центральное";"Столкновение";"";"0";"0";"г Москва ш Варшавское 127";"0,0";"2,0";"2,0";"2,0";
"342,0";"03,09,2017";"Теплый Стан";"Наезд на пешехода";"";"0";"0";"г Москва пр-кт Ленинский 123";"0,0";"1,0";"1,0";"2,0";
"343,0";"02,09,2017";"Чертаново Южное";"Наезд на пешехода";"";"0";"0";"г Москва ш Варшавское 170Е СТР39";"0,0";"1,0";"2,0";"2,0";
"344,0";"02,09,2017";"Щербинка";"Столкновение";"";"0";"0";"г Щербинка ул Варшавское шоссе 8А";"0,0";"1,0";"3,0";"4,0";
"345,0";"02,09,2017";"Воскресенское";"Наезд на пешехода";"";"0";"0";"п подсобного хозяйства Воскресенское  ";"0,0";"1,0";"1,0";"2,0";
"346,0";"02,09,2017";"Кунцево";"Наезд на пешехода";"";"0";"0";"г Москва ул Боженко 14";"0,0";"1,0";"1,0";"2,0";
"347,0";"02,09,2017";"Отрадное";"Столкновение";"";"0";"0";"г Москва проезд Сигнальный 7";"0,0";"1,0";"2,0";"2,0";
"348,0";"02,09,2017";"Коптево";"Столкновение";"";"0";"0";"г Москва ул Академическая Б, 67";"0,0";"1,0";"2,0";"3,0";
"349,0";"02,09,2017";"Северное Тушино";"Наезд на стоящее ТС";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"68";"100";"г Москва  ";"0,0";"2,0";"3,0";"3,0";
"350,0";"02,09,2017";"Теплый Стан";"Наезд на пешехода";"";"0";"0";"г Москва ул Профсоюзная 154";"0,0";"1,0";"1,0";"2,0";
"351,0";"02,09,2017";"Покровское-Стрешнево";"Наезд на пешехода";"";"0";"0";"г Москва ш Волоколамское 69А";"0,0";"1,0";"1,0";"2,0";
"352,0";"02,09,2017";"Люблино";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внутренняя сторона";"12";"0";"г Москва км МКАД 12-й ";"0,0";"1,0";"2,0";"2,0";
"353,0";"02,09,2017";"Соколиная гора";"Столкновение";"";"0";"0";"г Москва ул Соколиной Горы 8-я 34к1";"0,0";"1,0";"2,0";"3,0";
"354,0";"02,09,2017";"Кунцево";"Столкновение";"";"0";"0";"г Москва ш Рублёвское 1";"0,0";"1,0";"3,0";"3,0";
"355,0";"02,09,2017";"Войковский";"Столкновение";"";"0";"0";"г Москва ул Адмирала Макарова 14";"0,0";"2,0";"2,0";"4,0";
"356,0";"02,09,2017";"Матушкино";"Наезд на пешехода";"";"0";"0";"г Зеленоград пр-кт Генерала Алексеева 249";"0,0";"1,0";"1,0";"2,0";
"357,0";"02,09,2017";"Сокольники";"Столкновение";"";"0";"0";"г Москва ул Сокольнический Вал 8";"0,0";"1,0";"2,0";"2,0";
"358,0";"02,09,2017";"Нижегородский";"Столкновение";"Третье транспортное кольцо (внешняя сторона)";"2";"0";"г Москва ул Нижегородская 30";"0,0";"1,0";"3,0";"4,0";
"359,0";"02,09,2017";"Южное Тушино";"Столкновение";"";"0";"0";"г Москва проезд Походный 12";"0,0";"1,0";"3,0";"2,0";
"360,0";"02,09,2017";"Восточное Дегунино";"Столкновение";"";"0";"0";"г Москва ул Дубнинская 2 корп,7";"0,0";"1,0";"2,0";"2,0";
"361,0";"02,09,2017";"Коптево";"Наезд на стоящее ТС";"";"0";"0";"г Москва ул Михалковская 26-2";"0,0";"1,0";"2,0";"2,0";
"362,0";"02,09,2017";"Орехово-Борисово Северное";"Столкновение";"";"0";"0";"г Москва ш Каширское 86 К4";"0,0";"3,0";"3,0";"5,0";
"363,0";"02,09,2017";"Орехово-Борисово Южное";"Столкновение";"";"0";"0";"г Москва б-р Ореховый 13";"0,0";"2,0";"3,0";"4,0";
"364,0";"02,09,2017";"Нагорный";"Столкновение";"";"0";"0";"г Москва ш Варшавское 95";"0,0";"2,0";"2,0";"3,0";
"365,0";"02,09,2017";"Марьина роща";"Столкновение";"Третье транспортное кольцо (внутренняя сторона)";"27";"0";"г Москва ул Советской Армии 12";"0,0";"1,0";"2,0";"2,0";
"366,0";"02,09,2017";"Орехово-Борисово Северное";"Наезд на велосипедиста";"";"0";"0";"г Москва ул Генерала Белова 19 К1";"0,0";"1,0";"2,0";"2,0";
"367,0";"02,09,2017";"Пресненский";"Столкновение";"";"0";"0";"г Москва наб Краснопресненская 10";"0,0";"1,0";"2,0";"2,0";
"368,0";"02,09,2017";"Западное Дегунино";"Столкновение";"";"0";"0";"г Москва ул Маршала Федоренко 15стр,2";"0,0";"2,0";"2,0";"4,0";
"369,0";"02,09,2017";"Раменки";"Столкновение";"";"0";"0";"г Москва пр-кт Ломоносовский 34";"0,0";"1,0";"4,0";"4,0";
"370,0";"02,09,2017";"Фили-Давыдково";"Наезд на пешехода";"";"0";"0";"г Москва ул Минская 13";"0,0";"1,0";"1,0";"2,0";
"371,0";"01,09,2017";"Южнопортовый";"Наезд на пешехода";"";"0";"0";"г Москва ул Трофимова 36, кор, 1";"0,0";"2,0";"1,0";"3,0";
"372,0";"01,09,2017";"Молжаниновский";"Столкновение";"";"0";"0";"г Москва ш Новосходненское 75";"0,0";"1,0";"4,0";"4,0";
"373,0";"01,09,2017";"Ново-Переделкино";"Столкновение";"";"0";"0";"г Москва ул Новоорловская д,3-б";"0,0";"1,0";"2,0";"2,0";
"374,0";"01,09,2017";"Ново-Переделкино";"Наезд на пешехода";"";"0";"0";"г Москва ул Скульптора Мухиной 8";"0,0";"1,0";"1,0";"2,0";
"375,0";"01,09,2017";"Дмитровский";"Столкновение";"";"0";"0";"г Москва ш Дмитровское 157 строение 15";"0,0";"1,0";"2,0";"3,0";
"376,0";"01,09,2017";"Кокошкино";"Наезд на пешехода";"";"0";"0";"дп Кокошкино ул Дачная 5";"0,0";"1,0";"1,0";"2,0";
"377,0";"01,09,2017";"Ховрино";"Столкновение";"";"0";"0";"г Москва ул Фестивальная 51 корпус 1";"0,0";"1,0";"2,0";"2,0";
"378,0";"01,09,2017";"Очаково-Матвеевское";"Столкновение";"";"0";"0";"п Матвеевское ул Озёрная 46";"0,0";"1,0";"2,0";"2,0";
"379,0";"01,09,2017";"Люблино";"Наезд на пешехода";"";"0";"0";"г Москва ул Верхние Поля 14, кор, 1";"0,0";"1,0";"1,0";"2,0";
"380,0";"01,09,2017";"Выхино-Жулебино";"Наезд на велосипедиста";"";"0";"0";"г Москва ш Новорязанское вл, 1А";"0,0";"1,0";"2,0";"2,0";
"381,0";"01,09,2017";"Строгино";"Наезд на пешехода";"";"0";"0";"г Москва ул Твардовского 1";"0,0";"1,0";"1,0";"2,0";
"382,0";"01,09,2017";"Печатники";"Наезд на пешехода";"";"0";"0";"г Москва ул Шоссейная 92";"0,0";"1,0";"1,0";"2,0";
"383,0";"01,09,2017";"Лефортово";"Наезд на пешехода";"";"0";"0";"г Москва ул Авиамоторная 59";"0,0";"1,0";"1,0";"2,0";
"384,0";"01,09,2017";"Московский";"Столкновение";"";"0";"0";"  ";"0,0";"5,0";"2,0";"5,0";
"385,0";"01,09,2017";"Щербинка";"Наезд на пешехода";"";"0";"0";"г Щербинка ш Симферопольское 10";"0,0";"1,0";"1,0";"2,0";
"386,0";"01,09,2017";"Внуковское";"Столкновение";"";"0";"0";"  ";"0,0";"1,0";"4,0";"4,0";
"387,0";"01,09,2017";"Вороновское поселение";"Наезд на пешехода";"";"0";"0";"д Ясенки  ";"0,0";"1,0";"1,0";"2,0";
"388,0";"01,09,2017";"Митино";"Опрокидывание";"";"0";"0";"г Москва ул Митинская 44";"0,0";"1,0";"1,0";"1,0";
"389,0";"01,09,2017";"Ростокино";"Столкновение";"";"0";"0";"г Москва пр-кт Мира 188А";"0,0";"1,0";"2,0";"2,0";
"390,0";"01,09,2017";"Ярославский";"Наезд на пешехода";"";"0";"0";"г Москва ш Ярославское 126";"0,0";"1,0";"1,0";"2,0";
"391,0";"01,09,2017";"Чертаново Южное";"Падение пассажира";"";"0";"0";"г Москва ш Варшавское 150";"0,0";"1,0";"1,0";"2,0";
"392,0";"01,09,2017";"Лианозово";"Столкновение";"Московская кольцевая автомобильная дорога (МКАД) внешняя сторона";"80";"400";"г Москва  ";"0,0";"1,0";"3,0";"4,0";
"393,0";"01,09,2017";"Савёлки";"Опрокидывание";"";"0";"0";"г Зеленоград аллея Каштановая 6";"0,0";"1,0";"1,0";"1,0";
"394,0";"01,09,2017";"Троицк";"Наезд на пешехода";"";"0";"0";"г Троицк ул Нагорная 10";"1,0";"0,0";"1,0";"2,0";
;;;;;;;;
;;;;;;;;
;;;;;;;;
